"violation_id","plate_number","violation_type","violation_time","fine_amount","points_deducted","road_id","device_id","violation_location","violation_img","warning_level","dispose_status","dispose_time","dispose_user","create_time"
"898","豫A1058","违法停车","27/2/2024 14:00:00","50","0","3","19","郑州市航空港区迎宾大道","/img/violation_458.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"899","豫A1019","未系安全带","1/7/2024 17:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_1459.jpg","BLUE","1","6/3/2024 04:00:00","5","2/1/2026 15:25:02"
"900","豫A1059","未系安全带","27/2/2024 17:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_459.jpg","BLUE","1","24/1/2024 12:00:00","5","2/1/2026 15:25:02"
"901","豫A1000","闯红灯","29/6/2024 08:00:00","300","6","1","1","郑州市金水区花园路农业路口","/img/violation_1440.jpg","RED","0",,,"2/1/2026 15:25:02"
"902","豫A1040","闯红灯","25/2/2024 08:00:00","300","6","3","1","郑州市金水区花园路农业路口","/img/violation_440.jpg","RED","0",,,"2/1/2026 15:25:02"
"903","豫A1001","超速行驶","29/6/2024 11:00:00","150","3","2","2","郑州市金水区经三路东风路","/img/violation_1441.jpg","BLUE","1","5/3/2024 10:00:00","2","2/1/2026 15:25:02"
"904","豫A1041","超速行驶","25/2/2024 11:00:00","150","3","4","2","郑州市金水区经三路东风路","/img/violation_441.jpg","BLUE","1","23/1/2024 18:00:00","2","2/1/2026 15:25:02"
"905","豫A1002","违法停车","29/6/2024 14:00:00","50","0","3","3","郑州市二七区大学路中原路口","/img/violation_1442.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"906","豫A1042","违法停车","25/2/2024 14:00:00","50","0","5","3","郑州市二七区大学路中原路口","/img/violation_442.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"907","豫A1003","未系安全带","29/6/2024 17:00:00","100","2","4","4","郑州市中原区建设路嵩山路","/img/violation_1443.jpg","BLUE","1","5/3/2024 12:00:00","4","2/1/2026 15:25:02"
"908","豫A1043","未系安全带","25/2/2024 17:00:00","100","2","6","4","郑州市中原区建设路嵩山路","/img/violation_443.jpg","BLUE","1","23/1/2024 20:00:00","4","2/1/2026 15:25:02"
"909","豫A1004","酒驾","29/6/2024 20:00:00","1300","12","5","5","郑州市管城回族区紫荆山路","/img/violation_1444.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"910","豫A1044","酒驾","25/2/2024 20:00:00","1300","12","1","5","郑州市管城回族区紫荆山路","/img/violation_444.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"911","豫A1005","无证驾驶","29/6/2024 23:00:00","800","12","6","6","郑州市郑东新区商务内环路","/img/violation_1445.jpg","ORANGE","1","5/3/2024 14:00:00","1","2/1/2026 15:25:02"
"912","豫A1045","无证驾驶","25/2/2024 23:00:00","800","12","2","6","郑州市郑东新区商务内环路","/img/violation_445.jpg","ORANGE","1","23/1/2024 22:00:00","1","2/1/2026 15:25:02"
"913","豫A1006","占用应急车道","30/6/2024 02:00:00","500","6","1","7","郑州市高新区科学大道","/img/violation_1446.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"914","豫A1046","占用应急车道","26/2/2024 02:00:00","500","6","3","7","郑州市高新区科学大道","/img/violation_446.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"915","豫A1007","违法变道","30/6/2024 05:00:00","100","2","2","8","郑州市惠济区文化路北段","/img/violation_1447.jpg","BLUE","1","5/3/2024 16:00:00","3","2/1/2026 15:25:02"
"916","豫A1047","违法变道","26/2/2024 05:00:00","100","2","4","8","郑州市惠济区文化路北段","/img/violation_447.jpg","BLUE","1","24/1/2024 00:00:00","3","2/1/2026 15:25:02"
"917","豫A1008","闯红灯","30/6/2024 08:00:00","300","6","3","9","郑州市航空港区迎宾大道","/img/violation_1448.jpg","RED","0",,,"2/1/2026 15:25:02"
"918","豫A1048","闯红灯","26/2/2024 08:00:00","300","6","5","9","郑州市航空港区迎宾大道","/img/violation_448.jpg","RED","0",,,"2/1/2026 15:25:02"
"919","豫A1009","超速行驶","30/6/2024 11:00:00","150","3","4","10","郑州市经开区航海东路","/img/violation_1449.jpg","BLUE","1","5/3/2024 18:00:00","5","2/1/2026 15:25:02"
"920","豫A1049","超速行驶","26/2/2024 11:00:00","150","3","6","10","郑州市经开区航海东路","/img/violation_449.jpg","BLUE","1","24/1/2024 02:00:00","5","2/1/2026 15:25:02"
"921","豫A1070","占用应急车道","28/6/2024 02:00:00","500","6","3","11","郑州市金水区花园路农业路口","/img/violation_1430.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"922","豫A1030","占用应急车道","24/2/2024 02:00:00","500","6","5","11","郑州市金水区花园路农业路口","/img/violation_430.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"923","豫A1071","违法变道","28/6/2024 05:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_1431.jpg","BLUE","1","5/3/2024 00:00:00","2","2/1/2026 15:25:02"
"924","豫A1031","违法变道","24/2/2024 05:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_431.jpg","BLUE","1","23/1/2024 08:00:00","2","2/1/2026 15:25:02"
"925","豫A1072","闯红灯","28/6/2024 08:00:00","300","6","5","13","郑州市二七区大学路中原路口","/img/violation_1432.jpg","RED","0",,,"2/1/2026 15:25:02"
"926","豫A1032","闯红灯","24/2/2024 08:00:00","300","6","1","13","郑州市二七区大学路中原路口","/img/violation_432.jpg","RED","0",,,"2/1/2026 15:25:02"
"927","豫A1073","超速行驶","28/6/2024 11:00:00","150","3","6","14","郑州市中原区建设路嵩山路","/img/violation_1433.jpg","BLUE","1","5/3/2024 02:00:00","4","2/1/2026 15:25:02"
"928","豫A1033","超速行驶","24/2/2024 11:00:00","150","3","2","14","郑州市中原区建设路嵩山路","/img/violation_433.jpg","BLUE","1","23/1/2024 10:00:00","4","2/1/2026 15:25:02"
"929","豫A1074","违法停车","28/6/2024 14:00:00","50","0","1","15","郑州市管城回族区紫荆山路","/img/violation_1434.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"930","豫A1034","违法停车","24/2/2024 14:00:00","50","0","3","15","郑州市管城回族区紫荆山路","/img/violation_434.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"931","豫A1075","未系安全带","28/6/2024 17:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_1435.jpg","BLUE","1","5/3/2024 04:00:00","1","2/1/2026 15:25:02"
"932","豫A1035","未系安全带","24/2/2024 17:00:00","100","2","4","16","郑州市郑东新区商务内环路","/img/violation_435.jpg","BLUE","1","23/1/2024 12:00:00","1","2/1/2026 15:25:02"
"933","豫A1076","酒驾","28/6/2024 20:00:00","1300","12","3","17","郑州市高新区科学大道","/img/violation_1436.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"934","豫A1036","酒驾","24/2/2024 20:00:00","1300","12","5","17","郑州市高新区科学大道","/img/violation_436.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"935","豫A1077","无证驾驶","28/6/2024 23:00:00","800","12","4","18","郑州市惠济区文化路北段","/img/violation_1437.jpg","ORANGE","1","5/3/2024 06:00:00","3","2/1/2026 15:25:02"
"936","豫A1037","无证驾驶","24/2/2024 23:00:00","800","12","6","18","郑州市惠济区文化路北段","/img/violation_437.jpg","ORANGE","1","23/1/2024 14:00:00","3","2/1/2026 15:25:02"
"937","豫A1078","占用应急车道","29/6/2024 02:00:00","500","6","5","19","郑州市航空港区迎宾大道","/img/violation_1438.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"938","豫A1038","占用应急车道","25/2/2024 02:00:00","500","6","1","19","郑州市航空港区迎宾大道","/img/violation_438.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"939","豫A1079","违法变道","29/6/2024 05:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_1439.jpg","BLUE","1","5/3/2024 08:00:00","5","2/1/2026 15:25:02"
"940","豫A1039","违法变道","25/2/2024 05:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_439.jpg","BLUE","1","23/1/2024 16:00:00","5","2/1/2026 15:25:02"
"941","豫A1060","酒驾","26/6/2024 20:00:00","1300","12","5","1","郑州市金水区花园路农业路口","/img/violation_1420.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"942","豫A1020","酒驾","22/2/2024 20:00:00","1300","12","1","1","郑州市金水区花园路农业路口","/img/violation_420.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"943","豫A1061","无证驾驶","26/6/2024 23:00:00","800","12","6","2","郑州市金水区经三路东风路","/img/violation_1421.jpg","ORANGE","1","4/3/2024 14:00:00","2","2/1/2026 15:25:02"
"944","豫A1021","无证驾驶","22/2/2024 23:00:00","800","12","2","2","郑州市金水区经三路东风路","/img/violation_421.jpg","ORANGE","1","22/1/2024 22:00:00","2","2/1/2026 15:25:02"
"945","豫A1062","占用应急车道","27/6/2024 02:00:00","500","6","1","3","郑州市二七区大学路中原路口","/img/violation_1422.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"946","豫A1022","占用应急车道","23/2/2024 02:00:00","500","6","3","3","郑州市二七区大学路中原路口","/img/violation_422.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"947","豫A1063","违法变道","27/6/2024 05:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_1423.jpg","BLUE","1","4/3/2024 16:00:00","4","2/1/2026 15:25:02"
"948","豫A1023","违法变道","23/2/2024 05:00:00","100","2","4","4","郑州市中原区建设路嵩山路","/img/violation_423.jpg","BLUE","1","23/1/2024 00:00:00","4","2/1/2026 15:25:02"
"949","豫A1064","闯红灯","27/6/2024 08:00:00","300","6","3","5","郑州市管城回族区紫荆山路","/img/violation_1424.jpg","RED","0",,,"2/1/2026 15:25:02"
"950","豫A1024","闯红灯","23/2/2024 08:00:00","300","6","5","5","郑州市管城回族区紫荆山路","/img/violation_424.jpg","RED","0",,,"2/1/2026 15:25:02"
"951","豫A1065","超速行驶","27/6/2024 11:00:00","150","3","4","6","郑州市郑东新区商务内环路","/img/violation_1425.jpg","BLUE","1","4/3/2024 18:00:00","1","2/1/2026 15:25:02"
"952","豫A1025","超速行驶","23/2/2024 11:00:00","150","3","6","6","郑州市郑东新区商务内环路","/img/violation_425.jpg","BLUE","1","23/1/2024 02:00:00","1","2/1/2026 15:25:02"
"953","豫A1066","违法停车","27/6/2024 14:00:00","50","0","5","7","郑州市高新区科学大道","/img/violation_1426.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"954","豫A1026","违法停车","23/2/2024 14:00:00","50","0","1","7","郑州市高新区科学大道","/img/violation_426.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"955","豫A1067","未系安全带","27/6/2024 17:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_1427.jpg","BLUE","1","4/3/2024 20:00:00","3","2/1/2026 15:25:02"
"956","豫A1027","未系安全带","23/2/2024 17:00:00","100","2","2","8","郑州市惠济区文化路北段","/img/violation_427.jpg","BLUE","1","23/1/2024 04:00:00","3","2/1/2026 15:25:02"
"957","豫A1068","酒驾","27/6/2024 20:00:00","1300","12","1","9","郑州市航空港区迎宾大道","/img/violation_1428.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"958","豫A1028","酒驾","23/2/2024 20:00:00","1300","12","3","9","郑州市航空港区迎宾大道","/img/violation_428.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"959","豫A1069","无证驾驶","27/6/2024 23:00:00","800","12","2","10","郑州市经开区航海东路","/img/violation_1429.jpg","ORANGE","1","4/3/2024 22:00:00","5","2/1/2026 15:25:02"
"960","豫A1029","无证驾驶","23/2/2024 23:00:00","800","12","4","10","郑州市经开区航海东路","/img/violation_429.jpg","ORANGE","1","23/1/2024 06:00:00","5","2/1/2026 15:25:02"
"961","豫A1050","违法停车","25/6/2024 14:00:00","50","0","1","11","郑州市金水区花园路农业路口","/img/violation_1410.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"962","豫A1010","违法停车","21/2/2024 14:00:00","50","0","3","11","郑州市金水区花园路农业路口","/img/violation_410.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"963","豫A1051","未系安全带","25/6/2024 17:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_1411.jpg","BLUE","1","4/3/2024 04:00:00","2","2/1/2026 15:25:02"
"964","豫A1011","未系安全带","21/2/2024 17:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_411.jpg","BLUE","1","22/1/2024 12:00:00","2","2/1/2026 15:25:02"
"965","豫A1052","酒驾","25/6/2024 20:00:00","1300","12","3","13","郑州市二七区大学路中原路口","/img/violation_1412.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"966","豫A1012","酒驾","21/2/2024 20:00:00","1300","12","5","13","郑州市二七区大学路中原路口","/img/violation_412.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"967","豫A1053","无证驾驶","25/6/2024 23:00:00","800","12","4","14","郑州市中原区建设路嵩山路","/img/violation_1413.jpg","ORANGE","1","4/3/2024 06:00:00","4","2/1/2026 15:25:02"
"968","豫A1013","无证驾驶","21/2/2024 23:00:00","800","12","6","14","郑州市中原区建设路嵩山路","/img/violation_413.jpg","ORANGE","1","22/1/2024 14:00:00","4","2/1/2026 15:25:02"
"969","豫A1054","占用应急车道","26/6/2024 02:00:00","500","6","5","15","郑州市管城回族区紫荆山路","/img/violation_1414.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"970","豫A1014","占用应急车道","22/2/2024 02:00:00","500","6","1","15","郑州市管城回族区紫荆山路","/img/violation_414.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"971","豫A1055","违法变道","26/6/2024 05:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_1415.jpg","BLUE","1","4/3/2024 08:00:00","1","2/1/2026 15:25:02"
"972","豫A1015","违法变道","22/2/2024 05:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_415.jpg","BLUE","1","22/1/2024 16:00:00","1","2/1/2026 15:25:02"
"973","豫A1056","闯红灯","26/6/2024 08:00:00","300","6","1","17","郑州市高新区科学大道","/img/violation_1416.jpg","RED","0",,,"2/1/2026 15:25:02"
"974","豫A1016","闯红灯","22/2/2024 08:00:00","300","6","3","17","郑州市高新区科学大道","/img/violation_416.jpg","RED","0",,,"2/1/2026 15:25:02"
"975","豫A1057","超速行驶","26/6/2024 11:00:00","150","3","2","18","郑州市惠济区文化路北段","/img/violation_1417.jpg","BLUE","1","4/3/2024 10:00:00","3","2/1/2026 15:25:02"
"976","豫A1017","超速行驶","22/2/2024 11:00:00","150","3","4","18","郑州市惠济区文化路北段","/img/violation_417.jpg","BLUE","1","22/1/2024 18:00:00","3","2/1/2026 15:25:02"
"977","豫A1058","违法停车","26/6/2024 14:00:00","50","0","3","19","郑州市航空港区迎宾大道","/img/violation_1418.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"978","豫A1018","违法停车","22/2/2024 14:00:00","50","0","5","19","郑州市航空港区迎宾大道","/img/violation_418.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"979","豫A1059","未系安全带","26/6/2024 17:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_1419.jpg","BLUE","1","4/3/2024 12:00:00","5","2/1/2026 15:25:02"
"980","豫A1019","未系安全带","22/2/2024 17:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_419.jpg","BLUE","1","22/1/2024 20:00:00","5","2/1/2026 15:25:02"
"981","豫A1040","闯红灯","24/6/2024 08:00:00","300","6","3","1","郑州市金水区花园路农业路口","/img/violation_1400.jpg","RED","0",,,"2/1/2026 15:25:02"
"982","豫A1000","闯红灯","20/2/2024 08:00:00","300","6","5","1","郑州市金水区花园路农业路口","/img/violation_400.jpg","RED","0",,,"2/1/2026 15:25:02"
"983","豫A1041","超速行驶","24/6/2024 11:00:00","150","3","4","2","郑州市金水区经三路东风路","/img/violation_1401.jpg","BLUE","1","3/3/2024 18:00:00","2","2/1/2026 15:25:02"
"984","豫A1001","超速行驶","20/2/2024 11:00:00","150","3","6","2","郑州市金水区经三路东风路","/img/violation_401.jpg","BLUE","1","22/1/2024 02:00:00","2","2/1/2026 15:25:02"
"985","豫A1042","违法停车","24/6/2024 14:00:00","50","0","5","3","郑州市二七区大学路中原路口","/img/violation_1402.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"986","豫A1002","违法停车","20/2/2024 14:00:00","50","0","1","3","郑州市二七区大学路中原路口","/img/violation_402.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"987","豫A1043","未系安全带","24/6/2024 17:00:00","100","2","6","4","郑州市中原区建设路嵩山路","/img/violation_1403.jpg","BLUE","1","3/3/2024 20:00:00","4","2/1/2026 15:25:02"
"988","豫A1003","未系安全带","20/2/2024 17:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_403.jpg","BLUE","1","22/1/2024 04:00:00","4","2/1/2026 15:25:02"
"989","豫A1044","酒驾","24/6/2024 20:00:00","1300","12","1","5","郑州市管城回族区紫荆山路","/img/violation_1404.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"990","豫A1004","酒驾","20/2/2024 20:00:00","1300","12","3","5","郑州市管城回族区紫荆山路","/img/violation_404.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"991","豫A1045","无证驾驶","24/6/2024 23:00:00","800","12","2","6","郑州市郑东新区商务内环路","/img/violation_1405.jpg","ORANGE","1","3/3/2024 22:00:00","1","2/1/2026 15:25:02"
"992","豫A1005","无证驾驶","20/2/2024 23:00:00","800","12","4","6","郑州市郑东新区商务内环路","/img/violation_405.jpg","ORANGE","1","22/1/2024 06:00:00","1","2/1/2026 15:25:02"
"993","豫A1046","占用应急车道","25/6/2024 02:00:00","500","6","3","7","郑州市高新区科学大道","/img/violation_1406.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"994","豫A1006","占用应急车道","21/2/2024 02:00:00","500","6","5","7","郑州市高新区科学大道","/img/violation_406.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"995","豫A1047","违法变道","25/6/2024 05:00:00","100","2","4","8","郑州市惠济区文化路北段","/img/violation_1407.jpg","BLUE","1","4/3/2024 00:00:00","3","2/1/2026 15:25:02"
"996","豫A1007","违法变道","21/2/2024 05:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_407.jpg","BLUE","1","22/1/2024 08:00:00","3","2/1/2026 15:25:02"
"997","豫A1048","闯红灯","25/6/2024 08:00:00","300","6","5","9","郑州市航空港区迎宾大道","/img/violation_1408.jpg","RED","0",,,"2/1/2026 15:25:02"
"998","豫A1008","闯红灯","21/2/2024 08:00:00","300","6","1","9","郑州市航空港区迎宾大道","/img/violation_408.jpg","RED","0",,,"2/1/2026 15:25:02"
"999","豫A1049","超速行驶","25/6/2024 11:00:00","150","3","6","10","郑州市经开区航海东路","/img/violation_1409.jpg","BLUE","1","4/3/2024 02:00:00","5","2/1/2026 15:25:02"
"1000","豫A1009","超速行驶","21/2/2024 11:00:00","150","3","2","10","郑州市经开区航海东路","/img/violation_409.jpg","BLUE","1","22/1/2024 10:00:00","5","2/1/2026 15:25:02"
"1001","豫A1070","占用应急车道","18/7/2024 02:00:00","500","6","1","11","郑州市金水区花园路农业路口","/img/violation_1590.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1002","豫A1030","占用应急车道","15/3/2024 02:00:00","500","6","3","11","郑州市金水区花园路农业路口","/img/violation_590.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1003","豫A1071","违法变道","18/7/2024 05:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_1591.jpg","BLUE","1","11/3/2024 16:00:00","2","2/1/2026 15:25:02"
"1004","豫A1031","违法变道","15/3/2024 05:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_591.jpg","BLUE","1","30/1/2024 00:00:00","2","2/1/2026 15:25:02"
"1005","豫A1072","闯红灯","18/7/2024 08:00:00","300","6","3","13","郑州市二七区大学路中原路口","/img/violation_1592.jpg","RED","0",,,"2/1/2026 15:25:02"
"1006","豫A1032","闯红灯","15/3/2024 08:00:00","300","6","5","13","郑州市二七区大学路中原路口","/img/violation_592.jpg","RED","0",,,"2/1/2026 15:25:02"
"1007","豫A1073","超速行驶","18/7/2024 11:00:00","150","3","4","14","郑州市中原区建设路嵩山路","/img/violation_1593.jpg","BLUE","1","11/3/2024 18:00:00","4","2/1/2026 15:25:02"
"1008","豫A1033","超速行驶","15/3/2024 11:00:00","150","3","6","14","郑州市中原区建设路嵩山路","/img/violation_593.jpg","BLUE","1","30/1/2024 02:00:00","4","2/1/2026 15:25:02"
"1009","豫A1074","违法停车","18/7/2024 14:00:00","50","0","5","15","郑州市管城回族区紫荆山路","/img/violation_1594.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1010","豫A1034","违法停车","15/3/2024 14:00:00","50","0","1","15","郑州市管城回族区紫荆山路","/img/violation_594.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1011","豫A1075","未系安全带","18/7/2024 17:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_1595.jpg","BLUE","1","11/3/2024 20:00:00","1","2/1/2026 15:25:02"
"1012","豫A1035","未系安全带","15/3/2024 17:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_595.jpg","BLUE","1","30/1/2024 04:00:00","1","2/1/2026 15:25:02"
"1013","豫A1076","酒驾","18/7/2024 20:00:00","1300","12","1","17","郑州市高新区科学大道","/img/violation_1596.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1014","豫A1036","酒驾","15/3/2024 20:00:00","1300","12","3","17","郑州市高新区科学大道","/img/violation_596.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1015","豫A1077","无证驾驶","18/7/2024 23:00:00","800","12","2","18","郑州市惠济区文化路北段","/img/violation_1597.jpg","ORANGE","1","11/3/2024 22:00:00","3","2/1/2026 15:25:02"
"1016","豫A1037","无证驾驶","15/3/2024 23:00:00","800","12","4","18","郑州市惠济区文化路北段","/img/violation_597.jpg","ORANGE","1","30/1/2024 06:00:00","3","2/1/2026 15:25:02"
"1017","豫A1078","占用应急车道","19/7/2024 02:00:00","500","6","3","19","郑州市航空港区迎宾大道","/img/violation_1598.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1018","豫A1038","占用应急车道","16/3/2024 02:00:00","500","6","5","19","郑州市航空港区迎宾大道","/img/violation_598.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1019","豫A1079","违法变道","19/7/2024 05:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_1599.jpg","BLUE","1","12/3/2024 00:00:00","5","2/1/2026 15:25:02"
"1020","豫A1039","违法变道","16/3/2024 05:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_599.jpg","BLUE","1","30/1/2024 08:00:00","5","2/1/2026 15:25:02"
"1021","豫A1060","酒驾","16/7/2024 20:00:00","1300","12","3","1","郑州市金水区花园路农业路口","/img/violation_1580.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1022","豫A1020","酒驾","13/3/2024 20:00:00","1300","12","5","1","郑州市金水区花园路农业路口","/img/violation_580.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1023","豫A1061","无证驾驶","16/7/2024 23:00:00","800","12","4","2","郑州市金水区经三路东风路","/img/violation_1581.jpg","ORANGE","1","11/3/2024 06:00:00","2","2/1/2026 15:25:02"
"1024","豫A1021","无证驾驶","13/3/2024 23:00:00","800","12","6","2","郑州市金水区经三路东风路","/img/violation_581.jpg","ORANGE","1","29/1/2024 14:00:00","2","2/1/2026 15:25:02"
"1025","豫A1062","占用应急车道","17/7/2024 02:00:00","500","6","5","3","郑州市二七区大学路中原路口","/img/violation_1582.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1026","豫A1022","占用应急车道","14/3/2024 02:00:00","500","6","1","3","郑州市二七区大学路中原路口","/img/violation_582.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1027","豫A1063","违法变道","17/7/2024 05:00:00","100","2","6","4","郑州市中原区建设路嵩山路","/img/violation_1583.jpg","BLUE","1","11/3/2024 08:00:00","4","2/1/2026 15:25:02"
"1028","豫A1023","违法变道","14/3/2024 05:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_583.jpg","BLUE","1","29/1/2024 16:00:00","4","2/1/2026 15:25:02"
"1029","豫A1064","闯红灯","17/7/2024 08:00:00","300","6","1","5","郑州市管城回族区紫荆山路","/img/violation_1584.jpg","RED","0",,,"2/1/2026 15:25:02"
"1030","豫A1024","闯红灯","14/3/2024 08:00:00","300","6","3","5","郑州市管城回族区紫荆山路","/img/violation_584.jpg","RED","0",,,"2/1/2026 15:25:02"
"1031","豫A1065","超速行驶","17/7/2024 11:00:00","150","3","2","6","郑州市郑东新区商务内环路","/img/violation_1585.jpg","BLUE","1","11/3/2024 10:00:00","1","2/1/2026 15:25:02"
"1032","豫A1025","超速行驶","14/3/2024 11:00:00","150","3","4","6","郑州市郑东新区商务内环路","/img/violation_585.jpg","BLUE","1","29/1/2024 18:00:00","1","2/1/2026 15:25:02"
"1033","豫A1066","违法停车","17/7/2024 14:00:00","50","0","3","7","郑州市高新区科学大道","/img/violation_1586.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1034","豫A1026","违法停车","14/3/2024 14:00:00","50","0","5","7","郑州市高新区科学大道","/img/violation_586.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1035","豫A1067","未系安全带","17/7/2024 17:00:00","100","2","4","8","郑州市惠济区文化路北段","/img/violation_1587.jpg","BLUE","1","11/3/2024 12:00:00","3","2/1/2026 15:25:02"
"1036","豫A1027","未系安全带","14/3/2024 17:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_587.jpg","BLUE","1","29/1/2024 20:00:00","3","2/1/2026 15:25:02"
"1037","豫A1068","酒驾","17/7/2024 20:00:00","1300","12","5","9","郑州市航空港区迎宾大道","/img/violation_1588.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1038","豫A1028","酒驾","14/3/2024 20:00:00","1300","12","1","9","郑州市航空港区迎宾大道","/img/violation_588.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1039","豫A1069","无证驾驶","17/7/2024 23:00:00","800","12","6","10","郑州市经开区航海东路","/img/violation_1589.jpg","ORANGE","1","11/3/2024 14:00:00","5","2/1/2026 15:25:02"
"1040","豫A1029","无证驾驶","14/3/2024 23:00:00","800","12","2","10","郑州市经开区航海东路","/img/violation_589.jpg","ORANGE","1","29/1/2024 22:00:00","5","2/1/2026 15:25:02"
"1041","豫A1050","违法停车","15/7/2024 14:00:00","50","0","5","11","郑州市金水区花园路农业路口","/img/violation_1570.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1042","豫A1010","违法停车","12/3/2024 14:00:00","50","0","1","11","郑州市金水区花园路农业路口","/img/violation_570.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1043","豫A1051","未系安全带","15/7/2024 17:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_1571.jpg","BLUE","1","10/3/2024 20:00:00","2","2/1/2026 15:25:02"
"1044","豫A1011","未系安全带","12/3/2024 17:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_571.jpg","BLUE","1","29/1/2024 04:00:00","2","2/1/2026 15:25:02"
"1045","豫A1052","酒驾","15/7/2024 20:00:00","1300","12","1","13","郑州市二七区大学路中原路口","/img/violation_1572.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1046","豫A1012","酒驾","12/3/2024 20:00:00","1300","12","3","13","郑州市二七区大学路中原路口","/img/violation_572.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
